vast	A	gewaltig, riesig, weit, ausgedehnt, riesengroß, enorm, überwältigend, unermesslich, unübersehbar, überwiegend
chapel	N	kapelle
disturb	V	stören, verstören, beunruhigen, genieren, aufregen, aufstöbern, durcheinanderbringen, beeinträchtigen
prize	A	preisgekrönt, sieges-, preis-
prize	N	preis, gewinn, prise, auszeichnung, prämie, lohn
investigator	N	ermittler, schadensermittler, ermittlungsbeamte, erforscher, detektiv, privatdetektiv
wooden	A	hölzern, steif, unbeholfen
solution	N	auflösung, lösung, aufklärung, ausweg
correct	A	richtig, korrekt, fehlerfrei, vorschriftsmäßig, wohlanständig, genau
correct	ADV	richtig
delegate	V	abordnen, delegieren
delegate	N	delegierte, delegat, abgeordnete
succession	N	folge, serie, aufeinanderfolge, aufeinanderkette, kette, nachfolge, abfolge, thronfolge, erbfolge
enhance	V	verbessern, erhöhen, heben, steigern
reliable	A	bewährt, erprobt, seriös, sicher, verbindlich, verlässlich, vertrauenswürdig, zuverlässig
triumph	V	triumphieren, jubeln, siegen
triumph	N	sieg, triumph
clothes	N	bekleidung, kleidung, zeug, kleider
enjoy	V	genießen, erfreuen: sich erfreuen, vergnügen finden, besitzen, erleben
charter	V	chartern, mieten, verchartern
charter	N	urkunde, charta, gründungsurkunde, freibrief, konzession, zulassung
force	V	erbrechen, zwingen, überwältigen, pressen, nötigen, durchsetzen, erzwingen, aufzwingen, drängen, aufdrängen, aufbrechen, erstürmen, forcieren, zwängen, antreiben, treiben, beschleunigen, boxen
force	N	kraft, wucht, gewalt, macht, stärke, druck, einfluss, zwang, mannschaft, truppe
tired	A	müde, ermüdet, abgegriffen
awake	A	aufmerksam, munter, wach
awake	V	erwachen, aufwachen
miller	N	müller
consistent	A	konsequent, logisch, vereinbar, folgerichtig, einheitlich, beständig, gleichbleibend, ausgeglichen, widerspruchslos
bacon	N	schinkenspeck, speck, speck: durchwachsener speck
direct	A	direkt, gerade, geradlinig, durchgehend, unmittelbar, glatt, offen, spezifisch, wörtlich
direct	V	richten, leiten, führen, lenken, anleiten, anordnen, dirigieren, adressieren, anweisen, inszenieren
pulse	V	pulsen
pulse	N	puls, impuls, rhythmus, vitalität, hülsenfrucht
elegant	A	elegant, schick, soigniert, geschmackvoll, gewählt, fein, formschön, gepflegt, vornehm
street	N	straße
colourful	A	bunt, farbig, farbenfreudig, farbenreich, auffallend
blue	A	blau, traurig, melancholisch, trübsinnig, derb, salonfähig: nicht salonfähig, schlüpfrig, konservativ
blue	N	blau, himmel, konservative
established	A	gefestigt, gesichert, feststehend, anerkannt, akzeptiert, überkommen, herrschend, bestehend, geltend, etabliert, ständig
emotion	N	gefühl, rührung, emotion, affekt, leidenschaft, bewegung
disk	N	platte, diskette, schallplatte, marke, scheibe
hide	V	verstecken, verschweigen, bergen, verbergen, verhehlen, verdecken, verkneifen, verstecken: sich verstecken, verbergen: sich verbergen
hide	N	haut, fell, pelz, leder, versteck
christ	N	christus
integrity	N	integrität, rechtschaffenheit, einheit
orchestra	N	orchester
liberty	N	freiheit
spokesman	N	sprecher
socialism	N	sozialismus
endorse	V	bestätigen, indossieren, unterzeichnen, billigen, anschließen: sich anschließen, unterschreiben
supplier	N	lieferant, versorger, zulieferer, lieferfirma
neat	A	ordentlich, reinlich, proper, sauber, gekonnt, gepflegt, patent, nett, adrett, hübsch, schlank, schmuck, gelungen, gewandt, elegant, schlau, pur, unverdünnt, prima, klasse
net	A	netto, netto-, end-, letztlich
net	ADV	netto
reluctant	A	unlustig, unwillig, widerwillig, verdrossen, widerstrebend
specialist	A	fachlich, fachgerecht
specialist	N	spezialist, fachmann, sachverständige
hero	N	held, heros, idol
protection	N	schutz, wahrung, bewahrung, abwehr, hut, abschirmung, protektion, schonung, sicherung
studio	N	studio, atelier, werkstatt
active	A	aktiv, tätig, offen, handelnd, tatkräftig, rege, regsam, rührig, rüstig
active	N	aktiv
path	N	weg, pfad, steg, bahn, schneise
entire	A	ganz, vollständig, gesamt, heil
establishment	N	aufnahme, begründung, bildung, einrichtung, schaffung, einsetzung, errichtung, gründung, herstellung, stiftung, feststellung, ermittlung, institution, anstalt, niederlassung, haus, haushalt, unternehmen, truppenstärke, verankerung
interpret	V	dolmetschen, übersetzen, auslegen, interpretieren, verdolmetschen, auffassen, deuten, verstehen
dry	A	trocken, vertrocknet, gleichgültig, kühl, langweilig, nüchtern, humorlos, ledern, dürr, herb, strohig
dry	V	trocknen, abtrocknen, abwischen, dörren
property	N	eigenschaft, grundbesitz, eigentum, gut, vermögen, grundstück, immobilien, wohnung, haus, besitz, sachen, objekt, besitztum, fähigkeit
daughter	N	tochter
forum	N	forum, gericht
study	V	studieren, lernen, untersuchen, erforschen, prüfen, arbeiten, beobachten
study	N	studium, lernen, untersuchung, beschäftigung, beobachtung, studie, arbeitszimmer, stube
encouragement	N	ermunterung, aufmunterung, ermutigung, anregung, anreiz, förderung, unterstützung, begünstigung, zuspruch, vorschub
controversy	N	kontroverse, streit
credit	V	kreditieren, zuschreiben, gutschreiben, glauben
credit	N	ehre, gutschrift, kredit, akkreditiv, verdienst, guthaben, glaube
smoke	V	rauchen, räuchern, verrauchen, rußen, verqualmen, qualmen
smoke	N	rauch, qualm, ruß, nebel
permit	V	erlauben, gestatten, zulassen, dulden, leiden
permit	N	genehmigung, erlaubnis, erlaubnisschein, lizenz, passierschein, patent
military	A	militär-, militärisch, soldatisch
military	N	militär
suitable	A	angemessen, geeignet, passend, adäquat, tauglich, gebührend, zweckmäßig
punishment	N	bestrafung, strafe, ahndung, lohn
criticism	N	kritik, rüge, tadel
golden	A	golden, vergoldet, kostbar, günstig, glücklich
fantastic	A	bärig, bizarr, einmalig, einsam, exzentrisch, fantastisch, grotesk, phantastisch, prima, absurd, grandios, hinreißend, märchenhaft, pfundig, sagenhaft, traumhaft, umwerfend, verstiegen, wunderlich, toll
secure	A	sicher, geborgen, gesichert, fest
secure	V	befestigen, festmachen, zumachen: fest zumachen, sichern, schützen, erzielen, erwerben, erstehen, erkämpfen, verpflichten, garantieren, absichern
classification	N	einteilung, einstufung, bestimmung, aufschlüsselung, anordnung, geheimhaltungsstufe, klassifikation, spezifikation, zuordnung
mobility	N	beweglichkeit, mobilität, wendigkeit, lebhaftigkeit
straw	N	stroh, streu, halm
replace	V	zurücksetzen, zurückstellen, zurücklegen, ersetzen, austauschen, erneuern, auswechseln, substituieren, vertreten, verdrängen, auflegen
county	N	grafschaft, bezirk, county
thrust	V	stoßen, schieben, stecken, werfen, treiben, drängen, ausfallen
thrust	N	stoß, schub, stoßkraft, stich, druck, druckkraft, schubkraft, triebkraft, rückstoß, hieb, ausfall, tenor
moral	A	moralisch, sittlich, moral-, integer, moralisch einwandfrei, tugendhaft
moral	N	moral, lehre
glance	V	blicken, sehen, schauen
glance	N	blick, blick: flüchtiger blick
total	A	völlig, absolut, ganz, total, radikal, gesamt, haargenau, uneingeschränkt, restlos
total	N	gesamtmenge, gesamtsumme, summe, gesamtbetrag
unit	N	einheit, anlage, element, teil, abteilung, verband, truppenteil, einer, aggregat
plot	V	planen, aushecken, brüten, sinnen, zeichnen, feststellen, einzeichnen, aufzeichnen, verschwören: sich verschwören, intrigieren, spinnen, konspirieren, darstellen, peilen
plot	N	stück, land, beet, grundstück, parzelle, grabstelle, plan, grundriss, konspiration, verschwörung, komplott, handlung, anschlag, plot, fabel, knoten
sexual	A	geschlechtlich, geschlechts-, sexuell, sexual-, trieb-
army	N	armee, truppe, kommiss, heer
hospital	N	krankenhaus, klinik, hospital, lazarett, spital
hungry	A	hungrig, mager, karg, hungernd, begierig
negative	A	verneinend, verneint, negativ, abschlägig
negative	ADV	minus
inevitable	A	unvermeidlich, unausweichlich, unweigerlich, zwangsläufig, unabwendbar, unausbleiblich, unumgänglich, notwendig
music	A	musikalisch, musik-
music	N	musik, musikalität, noten
calm	A	ruhig, still, windstill, gefasst, gelassen, kaltblütig
calm	N	besonnenheit, ruhe, stille, windstille, flaute, gelassenheit
recommend	V	empfehlen, sprechen für
strike	V	schlagen, treffen, befallen, einschlagen, zuschlagen, zustoßen, auffallen, aufstoßen, anschlagen, prägen, abbrechen, anstreichen, sinn: in den sinn kommen, streichen, abbauen, greifen, streiken, entzünden, angehen, auflaufen, anbeißen, wurzeln schlagen
strike	N	gepräge, streik, fund, schlag, schlag: verfehlter schlag [sport.], angriff, prägung
survive	V	überleben, weiterleben, überdauern, überstehen, fortbestehen, durchhalten, aushalten
care	V	scheren: sich scheren, kümmern: sich kümmern
care	N	sorge, betreuung, achtsamkeit, vorsicht, sorgfalt, zuwendung, pflege, obhut, fürsorge, versorgung, mühe
type	V	bestimmen, tippen, maschinenschreiben, maschineschreiben, schreiben
type	N	art, gattung, sorte, typ, typus, natur, modell, muster, schrift, schriftart, buchstabe, satz, schlag
tell	V	erzählen, sagen, mitteilen, berichten, vorsagen, bestellen, befehlen, feststellen, wissen, ausrichten, heißen
breathe	V	atmen, verschnaufen, schnaufen, luft holen, schnauben, hauchen, flüstern
holy	A	heilig, gottgefällig, geweiht
relax	V	lockern, entspannen, nachlassen, ausruhen: sich ausruhen, beruhigen: sich beruhigen, entspannen: sich entspannen, erholen: sich erholen, lösen: sich lösen
successful	A	erfolgreich, gedeihlich, geglückt, gelungen, siegreich
reign	V	herrschen, regieren, walten
reign	N	herrschaft, regentschaft, regierung
hurt	A	beleidigt, verletzt, gekränkt
hurt	N	schmerz, wehweh, verletzung, schädigung
warn	V	warnen, verwarnen, ermahnen
glass	A	gläsern
glass	N	glas, fenster, scheibe, spiegel, linse, vergrößerungsglas, lupe, teleskop, fernrohr, barometer
warm	A	warm, herzlich, hitzig, heftig
warm	V	wärmen, erwärmen
adult	A	erwachsen
adult	N	erwachsene
excellent	A	ausgezeichnet, exzellent, hervorragend, vorzüglich, fein, gepflegt, trefflich, vortrefflich
provide	V	zur verfügung stellen, bereitstellen, vermitteln, bieten, sorgen, liefern, spenden, geben, verschaffen, stellen, versorgen, versehen, vorsehen, ausstatten
yard	N	yard, schritt, rah, hof, werksgelände, lagerplatz, platz, garten
ward	N	station, krankenzimmer, krankensaal, mündel, stadtbezirk, wahlbezirk, kreis, einschnitt, aussparung, angriff
hold	V	verhalten, halten, heben, greifen, halten: sich halten, standhalten, umklammern, austragen, bergen, fassen, aufnehmen, glauben, abnehmen, festhalten, zurückhalten, einstellen, haben, bekleiden, besitzen, innehaben, verwalten, vorstehen, abhalten, vertreten, versehen, durchführen, feiern, veranstalten
hold	N	griff, einfluss, gewalt, halt, laderaum, frachtraum
squad	A	kurz
squad	N	gruppe, mannschaft, kader, trupp, kommando, riege
origin	N	ursprung, herkunft, abstammung, quelle, entstehung, anfang
shoot	V	schießen, abschießen, anschießen, drücken, ballern, schnellen, erlegen, pulvern, drehen, aufnehmen, fixen, jagen, keimen, sprießen, abspulen
shoot	N	trieb, keim, schössling, schoss, spross, sprössling, reis, jagd, ranke, revier, jagdrevier, jagdgesellschaft, wettschießen, schießen
join	V	verbinden, koppeln, verknüpfen, anfügen, verbinden: sich verbinden, beitreten, gehen zu, eintreten, begeben: sich begeben zu, hinzukommen, mitglied werden von, anfangen an, anfangen bei, anschließen: sich anschließen, münden, einmünden, zusammenfließen, zusammentreffen, zusammenwachsen, fließen in, miteinander verbunden sein, verbunden sein, verbinden: sich verbinden lassen, zusammenstoßen, aneinander angrenzen, aneinanderfügen, treffen: sich treffen, vereinigen: sich vereinigen, beitreten ins klub, teilnehmen
join	N	naht, nahtstelle, falz, ritze, verbindungsstelle, ansatz
shame	V	beschämen, schande machen
shame	N	scham, schande, schmach, beschämung, unwürdigkeit
pursue	V	verfolgen, nachjagen, jagen, aussein auf, nachlaufen, streben nach, treiben, betreiben, einschlagen, durchführen, nachgehen, weiterführen
work	V	arbeiten, drehen, tätig sein, funktionieren, klappen, wirken, treiben, zucken, mahlen, hinhauen, laufen, gehen, schinden, arbeiten lassen, herannehmen, vollbringen, werken, bedienen, handhaben, betätigen, bewirken, herbeiführen, schaffen, sticken, bearbeiten, verarbeiten, verformen, kneten, durcharbeiten, ausbeuten, abbauen, bewirtschaften, bereisen, gären
work	N	arbeit, aufgabe, beschäftigung, dienst, tätigkeit, wirken, werk, leistung, schrift
roof	N	dach, überdachung, verdeck, gewölbe
era	N	ära, epoche, erdzeitalter
root	V	wurzel schlagen, wurzeln, wühlen
root	N	wurzel, grundton, lösung, stamm, radikal
example	N	beispiel, vorbild, exempel
phrase	V	formulieren, ausdrücken, artikulieren
phrase	N	phrase, satzglied, satzteil, redewendung, wendung, ausdruck
impose	V	aufzwingen, auferlegen, verhängen, erheben, belegen, erkennen auf, erlassen, zuerkennen, aufdrängen: sich aufdrängen
estate	N	gut, anwesen, grundstück, gutshof, landgut, hinterlassenschaft, verlassenschaft, besitz, masse, besitztum, eigentum, nachlass, erbgut, siedlung, industriegelände, stand
household	A	haushalts-, wohn-
household	N	haushalt, haus
involve	V	verwickeln, bestehen in, beteiligen, betreffen, hineinziehen, bedeuten, bringen: mit sich bringen, folge: zur folge haben, umfassen
currency	N	währung, zahlungsmittel, devisen, geltung
attract	V	anziehen, ansprechen, anreißen, erregen, werben, anziehen: sich anziehen, anlocken
absolute	A	schön, absolut, bar, uneingeschränkt, unbeschränkt, unumschränkt, ausgemacht, vollkommen, unverrückbar, kategorisch, einzig, streng, genau, unbedingt
absolute	N	absolute
ceremony	N	feier, feierlichkeit, zeremonie, akt, festakt
provincial	A	provinziell, provinzlerisch
provincial	N	provinzler
autonomy	N	autonomie
recovery	N	wiederfinden, wiedergewinnung, zurückbekommen, gewinnung, zurückgewinnung, beitreibung, eintreibung, hebung, ersatz, wiedergutmachung, deckung, genesung, gesundung, besserung, erholung, wiedererlangung, rettung, bergung, zusichkommen, prozessgewinn, aufschwung
conversation	N	konversation, rede, unterhaltung, gespräch, plauderei
enquiry	N	anfrage, erkundigung, auskunft, ermittlung, nachforschung, erforschung, untersuchung, recherche, erhebung
travel	V	reisen, wandern, fliegen, fortpflanzen: sich fortpflanzen
travel	N	reise
damage	V	schaden, beschädigen, schaden zufügen, schädigen, beeinträchtigen, versehren, zerstoßen, lädieren, verdunkeln
damage	N	schaden, beschädigung, beeinträchtigung, schädigung, abbruch, havarie, schadenersatz
machine	A	maschinell, maschinen-
machine	N	maschine, apparat, automat, wagen, parteiapparat, regierungsapparat, roboter
hot	A	heiß, warm, scharf, radioaktiv, zugkräftig, fetzig, hitzig
enquire	V	erkundigen, nachfragen, erkundigen: sich erkundigen, fragen nach, erfragen, anfragen
adjacent	A	angrenzend, anliegend, anstoßend, benachbart
significance	N	bedeutung, bedeutsamkeit, signifikanz, tragweite, größe, wichtigkeit, belang
toxic	A	toxisch, giftig
gate	N	tür, tor, pforte, gatter, ausgang, zugang, flugsteig, schranke, ventil
widespread	A	weit verbreitet, häufig
resignation	N	rücktritt, kündigung, amtsniederlegung, ergebung, niederlegung, resignation, verzicht, abschied, abtritt, austritt, abdankung
badly	ADV	schlecht, schlimm, schwer, stark, übel
rise	V	aufstehen, erheben: sich erheben, um zu gehen, steigen, aufsteigen, emporsteigen, ansteigen, heben: sich heben, hochgehen, hochfahren, hinaufgehen, anziehen, aufgehen, heraufkommen, auflaufen, aufragen, auftreiben, anschwellen, entspringen, erhöhen: sich erhöhen, steigern: sich steigern
rise	N	anstieg, steigung, zunahme, steigerung, zulage, heben, hochgehen, aufgehen, hebung, anhebung, aufstieg, erhöhung, erhebung
minority	A	minderheits-
minority	N	minderheit, minorität, minderjährigkeit
beauty	N	anmut, schönheit, schöne, grazie, prachtexemplar
mess	V	essen, einnehmen: das essen einnehmen
mess	N	durcheinander, unordnung, sauerei, schweinerei, saustall, schwierigkeiten, geschmiere, schlamassel, dreck, schmuddel, verhau, kasino, messe, essen
earlier	A	früher
earlier	ADV	eher, früher
loyalty	N	treue, treuepflicht, loyalität, gefolgschaft
ball	V	bumsen
ball	N	ball, kugel, knäuel, baseball, schlag, klops, schuss, ei, bausch
wrong	A	falsch, verkehrt, irrig, schlecht, unrecht, ungerecht, unfair
wrong	N	unrecht, ungerechtigkeit, unbill, schuld, tort
lay	A	laienhaft, laien-
lay	N	ballade, lied, lage
president	N	präsident, vorsitzende, generaldirektor
law	A	juristisch
law	N	gesetz, rechtsordnung, recht, jura, rechtswissenschaft, regel, gebot
meaningful	A	bedeutsam, vielsagend, sinnreich, sinnvoll, tiefgehend, trächtig
parallel	A	parallel, gleich, vergleichbar
parallel	N	parallele, breitenkreis, entsprechung
purchase	V	kaufen, ankaufen, erwerben, erstehen, erkaufen
purchase	N	kauf, einkauf, ankauf, besorgung, anschaffung, abnahme, bezug, erwerb, halt
attempt	V	versuchen, unternehmen
attempt	N	versuch, bestrebung, ansatz, unternehmen, vorstoß
splendid	A	herrlich, famos, blendend, fabelhaft, großartig, vortrefflich, trefflich, fein, festlich, hervorragend, schön, prächtig, prunkhaft, stattlich, superb, tadellos, ausgezeichnet, glänzend, prachtvoll, prunkvoll
effective	A	effektiv, folgenreich, wirksam, effektvoll, wirkungsvoll, tatsächlich, leistungsfähig, zweckmäßig
appreciate	V	anerkennen, erkennen, erkenntlich sein, begreifen, begrüßen, ermessen, schätzen, würdigen, gewinnen: an wert gewinnen
headquarters	N	hauptquartier, hauptsitz, zentrale, stab, kommandatur, hauptverwaltung, präsidium, stammsitz, sitz
greet	V	begrüßen, grüßen, willkommen heißen, empfangen
capitalism	N	kapitalismus
complexity	N	komplexität, kompliziertheit, vertracktheit, vielschichtigkeit, differenzierheit
maintain	V	aufrechterhalten, verfechten, verwalten, wahren, angeben, beibehalten, betreiben, halten, erhalten, ernähren, unterhalten, versorgen, warten, instand halten, stand: in stand halten, pflegen, behaupten, vertreten, verteidigen
green	A	grün, unreif, jung, naiv, neu, dumm, frisch
green	N	grün, rasen, grünfläche, platz, dorfwiese, wiese, anger
ultimate	A	letzte, endgültig, oberste, höchste, eigentlich, vollendet, perfekt, grundlegend, unteilbar, elementar, grundsätzlich, entfernteste, äußerste, früheste
ultimate	N	nonplusulta
capitalist	A	kapitalistisch
capitalist	N	kapitalist
ambulance	N	ambulanz, krankenwagen, rettungswagen, sanitätswagen, sanitätsauto
diary	N	kalender, journal, tagebuch
inhabitant	N	bewohner, einwohner
operate	V	funktionieren, laufen, arbeiten, betreiben: betrieben werden, betrieb: im betrieb sein, auswirken: sich auswirken, hinwirken, wirken, agieren, operieren, handhaben, verkehren, bedienen, betrieb: in betrieb setzen, betätigen, auslösen, führen, betreiben, anwenden, unterhalten, veranstalten
order	V	befehlen, anordnen, anweisen, gliedern, verfügen, beordern, einordnen, verordnen, ordnen, bestellen, kommandieren, ordern
order	N	reihenfolge, folge, anordnung, plazierung, reihe, ordnung, disziplin, ruhe, zustand, auftrag, befehl, order, vorschrift, bestellung, kommando, säulenordnung, art, schicht, orden, weihe, weihen, priesterweihe
wind	V	wittern, verschnaufen lassen, wickeln, winden, spulen, kurbeln, drehen, aufziehen, leiern, schlängeln: sich schlängeln, winden: sich winden, krümmen: sich krümmen
wind	N	wind, blähung, atem, luft, luftzug, kehre, windung
wine	N	wein
exotic	A	ausländisch, exotisch, fremdartig
interpretation	N	interpretation, auslegung, auswertung, deutung
office	N	büro, funktion, geschäftsstelle, sekretariat, kontor, kanzlei, stelle, amtsstube, abteilung, behörde, amt, geschäft, niederlassung, pflicht
deck	N	deck, terrasse, spiel, spielkarten
consent	V	einverstanden sein, einwilligen, zustimmen
consent	N	zustimmung, zusage, einwilligung, konsens, einverständnis
satisfied	A	befriedigt, zufrieden, saturiert
presence	N	gegenwart, anwesenheit, dasein, präsenz, auftreten, haltung, ausstrahlung
affect	V	auswirken: sich auswirken, beeinflussen, angreifen, betreffen, treffen, bewegen, berühren, schlagen: sich schlagen auf, tangieren, befallen, zusetzen
affect	N	affekt
junior	A	jünger, untergeordnet, rangniedriger, junior, junior-
junior	N	jüngere, grundschüler
mayor	N	bürgermeister
fit	A	geeignet, günstig, richtig, angebracht, tauglich, gesund, fit
fit	N	sitz, anwandlung, aufwallung, anfall, krampf
personal	A	persönlich, privat, körperlich
fix	V	befestigen, festmachen, fixen, fügen, anbringen, festsetzen, hinkriegen, verankern, richten, ansetzen, festlegen, beschließen, arrangieren, besorgen, organisieren, einrichten, passen, drehen, ordnung: in ordnung bringen, regeln, reparieren, machen, fixieren, bestimmen, vorhaben, verabreden, kaufen
fix	N	patsche, klemme, position, standort, fix
crew	N	bande, bedienung, besatzung, crew, mannschaft
dedicate	V	weihen, eröffnen: feierlich eröffnen, widmen, zueignen
fig	N	feige, abbildung
overcome	A	gerührt
overcome	V	bewältigen, überstehen, überwältigen, überwinden, bestehen, ergreifen, nehmen, übermannen, befallen, bezwingen, brechen, meistern, niederwerfen, hinwegsetzen: sich hinwegsetzen über, verarbeiten, besiegen
vigorous	A	kräftig, markig, vital, kraftvoll, energisch, zupackend, forsch, flott, eifrig, heftig, dynamisch, feurig, leidenschaftlich, spannkräftig
eventually	ADV	endlich, schließlich, letztendlich
coffee	N	kaffee
tourist	N	tourist, reisende, fremde, gast
combination	N	kombination, mischung, paarung, verbindung, zusammenfassung, zusammensetzung, zusammenstellung, zusammenschluss, schlüsselwort, konstellation
weakness	N	schwäche, dünnheit, kraftlosigkeit, flauheit, mattheit, mattigkeit, schwächlichkeit, schwachheit, unzulänglichkeit, gebrechen, faible, weichlichkeit, untugend
unemployed	A	arbeitslos, erwerbslos, stellungslos, unbeschäftigt, ungenutzt, tot, brachlisgend
safe	A	sicher, sicherheit: in sicherheit, unverletzt, gefahrlos, ungefährlich, unschädlich, zuverlässig, verlässlich, heil, vorsichtig, risklos, realistisch, cool
safe	N	safe, geldschrank, panzerschrank, tresor, fliegenschrank
school	A	schulisch
school	N	schule, college, universität, fachbereich, schwarm
finish	V	beenden, enden, abschließen, absolvieren, fertig machen, ausgehen, ausklingen, einlaufen, appretieren, fertig bringen, aufhören, fertig sein, erreichen: das ziel erreichen
finish	N	einlauf, schluss, ende, finish, ziel, verarbeitung, schliff, ausfertigung, appretur, ausführung, oberfläche
break	V	brechen, brechen: sich brechen, zerbrechen, verletzen, zerreißen, zerspringen, kaputtgehen, kaputtmachen, bersten, unterbrechen, auflockern, durchbrechen, auftauchen, übertreten, schlagen, überschlagen, bahnen: sich bahnen, kleinkriegen, krachen, mürbe machen, ruinieren, entkräften, entziffern, bankrott machen, seelisch brechen, dämpfen, abfangen, mitteilen, teilen: sich teilen
break	N	bruch, sprung, lücke, spalte, riss, schneise, unterbrechung, vesper, ballfolge, stockung, entzweiung, pause, ruhepause, einschnitt, zäsur, serie
band	V	beringen
band	N	reifen, riemen, bund, ring, schar, band, gruppe, kolonne, bande, kapelle
therapy	N	therapie
echo	V	dröhnen, zurückwerfen, wiedergeben, schallen, hallen, widerhallen, widertönen
echo	N	echo, widerhall, hall, nachklang, anklang, rückmeldung
tourism	N	tourismus, fremdenverkehr, touristik
silver	A	silbern, silber-
silver	N	silber, silbergeld, silbermünzen
bank	V	überhöhen, querlage: in die querlage bringen, querlage: in die querlage gehen, bank: zur bank bringen
bank	N	wall, damm, böschung, abhang, ufer, strand, bord, kasse, bank, schräglage, reihe, querlage
bread	V	panieren
bread	N	brot, moos, moneten, möpse, flöhe
grammar	N	grammatik, sprachlehre
meat	A	fleischlich
meat	N	fleisch
oxygen	N	sauerstoff
debut	N	debüt
explode	V	detonieren, explodieren, luft: in die luft fliegen, knallen, krepieren, platzen, ausbrechen, platzen lassen, entladen: sich entladen, sprengen, fall: zu fall bringen, explosion: zur explosion bringen
marvellous	A	wunderbar, wundervoll, herrlich, prächtig, großartig, glänzend
victory	N	sieg
reasonable	A	vernünftig, einsichtig, reell, solide, billig, akzeptabel, ziemlich, passabel, vertretbar, erschwinglich, berechtigt, einleuchtend, angemessen, angebracht, annehmbar, ordentlich, verhältnismäßig, brauchbar, einigermaßen, leidlich, mäßig, zivil, zumutbar
fitness	N	gesundheit, fitness, kondition, tauglichkeit, geeignetheit, eignung, angemessenheit
meal	N	mehl, schrotmehl, mahlzeit, mahl, essen, gericht, tisch, tafel
bone	A	knöchern, bein-, beinern
bone	N	knochen, gräte, bein, stäbchen, stange
mean	A	geizig, karg, kleinlich, knickerig, knauserig, fies, gemein, hundsgemein, lumpig, schofel, schoflig, schuftig, niedrig, schäbig, armselig, hässlich, gehässig, hinterhältig, niederträchtig, abscheulich, durchschnittlich, mittlere
mean	N	durchschnitt, mitte, mittelwert, werkzeug, mittel, vermögen
financial	A	finanziell, finanz-, geldlich, materiell
fairly	ADV	einigermaßen, gerecht, recht, ziemlich, genau, ehrlich, anständig, günstig, leidlich
series	A	seriell, serienmäßig
series	N	sendereihe, serie, reihe, folge, sippe, kette
applicable	A	anwendbar, übertragbar, zutreffend
vote	V	wählen, abstimmen, stimmen, wählen zu, bewilligen
vote	N	stimme, abstimmung, wahl, wahlergebnis, wahlrecht, votum, bewilligung
fortnight	N	vierzehn tage
navy	A	marine-
navy	N	kriegsmarine, kriegsflotte, marine, marinenblau
cathedral	N	kathedrale, dom, münster
dawn	V	aufgehen, grauen, dämmern, anbrechen, erwachen
dawn	N	dämmerung, morgendämmerung, morgen, frühe, anbruch, beginn, tagesanbruch
saturday	A	samstägig
saturday	N	samstag, sonnabend
network	V	vernetzen
network	N	netz, sendernetz, geflecht, netzwerk
god	N	gott, götze
crucial	A	ausschlaggebend, bedeutend, entscheidend
content	A	zufrieden
content	N	gehalt, inhalt, zufriedenheit
encourage	V	ermutigen, ermuntern, anhalten, anregen, anreizen, fördern, anfeuern, animieren, anspornen, aufmuntern, unterstützen, begünstigen, zureden
